# Mesh: Mesh_1
# Control: Aspect Ratio 3D
#
   1.00912         	   1.04713         	      1633         
   1.04713         	   1.08514         	     12449         
   1.08514         	   1.12316         	     36847         
   1.12316         	   1.16117         	     70422         
   1.16117         	   1.19918         	    103916         
   1.19918         	   1.23719         	    130486         
   1.23719         	    1.2752         	    145689         
    1.2752         	   1.31322         	    148363         
   1.31322         	   1.35123         	    142797         
   1.35123         	   1.38924         	    128909         
   1.38924         	   1.42725         	    112730         
   1.42725         	   1.46526         	     94406         
   1.46526         	   1.50328         	     76384         
   1.50328         	   1.54129         	     61251         
   1.54129         	    1.5793         	     46253         
    1.5793         	   1.61731         	     34876         
   1.61731         	   1.65533         	     25695         
   1.65533         	   1.69334         	     18796         
   1.69334         	   1.73135         	     13739         
   1.73135         	   1.76936         	      9749         
   1.76936         	   1.80737         	      6933         
   1.80737         	   1.84539         	      4910         
   1.84539         	    1.8834         	      3526         
    1.8834         	   1.92141         	      2552         
   1.92141         	   1.95942         	      1954         
   1.95942         	   1.99743         	      1309         
   1.99743         	   2.03545         	      1054         
   2.03545         	   2.07346         	       760         
   2.07346         	   2.11147         	       512         
   2.11147         	   2.14948         	       382         
   2.14948         	   2.18749         	       309         
   2.18749         	   2.22551         	       215         
   2.22551         	   2.26352         	       144         
   2.26352         	   2.30153         	       144         
   2.30153         	   2.33954         	        88         
   2.33954         	   2.37755         	        54         
   2.37755         	   2.41557         	        45         
   2.41557         	   2.45358         	        33         
   2.45358         	   2.49159         	        32         
   2.49159         	    2.5296         	        22         
    2.5296         	   2.56761         	        15         
   2.56761         	   2.60563         	         8         
   2.60563         	   2.64364         	        11         
   2.64364         	   2.68165         	         9         
   2.68165         	   2.71966         	         8         
   2.71966         	   2.75767         	         0         
   2.75767         	   2.79569         	         5         
   2.79569         	    2.8337         	         8         
    2.8337         	   2.87171         	         1         
   2.87171         	   2.90972         	         1         
   2.90972         	   2.94774         	         0         
   2.94774         	   2.98575         	         0         
   2.98575         	   3.02376         	         0         
   3.02376         	   3.06177         	         1         
   3.06177         	   3.09978         	         1         
   3.09978         	    3.1378         	         0         
    3.1378         	   3.17581         	         0         
   3.17581         	   3.21382         	         2         
   3.21382         	   3.25183         	         0         
   3.25183         	   3.28984         	         0         
   3.28984         	   3.32786         	         0         
   3.32786         	   3.36587         	         0         
   3.36587         	   3.40388         	         0         
   3.40388         	   3.44189         	         1         
